Date,Time UTC+1,Asset,AR Forecast,AR Rolling Hit-Rate,AR Alpha,AR ACD,MA Forecast,MA Rolling Hit-Rate,MA ACD,ARMA Forecast,AMRA Rolling Hit-Rate,ARMA ACD,Last Input,SD,MAD,0.25,0.5,0.75,0.8,0.9,0.95,0.99,1
21-07-16,07:46:27,EUR/GBP,DOWN,46.9,-0.05,-4.00E-04,UP,46.4,0,DOWN,46.4,-1.00E-04,0.83328,0.0053,0.0035,,,,,,,,
21-07-16,07:46:35,NZD/USD,UP,53.1,-0.06,6.00E-04,UP,44,1.00E-04,UP,44,5.00E-04,0.6982,0.0052,0.004,,,,,,,,
21-07-16,07:46:44,EUR/SEK,UP,51.7,-0.11,0.0023,UP,50.2,2.00E-04,DOWN,50.2,-0.0019,9.46948,0.0332,0.0241,,,,,,,,
21-07-16,07:46:53,EUR/NOK,UP,45.5,-0.07,5.00E-04,UP,50.7,1.00E-04,UP,50.7,8.00E-04,9.35847,0.0503,0.0376,,,,,,,,
21-07-16,07:47:04,USD/SEK,DOWN,54.5,-0.1,-0.0035,UP,52.2,3.00E-04,DOWN,52.6,-0.0015,8.5807,0.0524,0.0348,,,,,,,,
21-07-16,07:47:11,USD/NOK,DOWN,52.2,-0.13,-0.0038,UP,51.7,3.00E-04,DOWN,51.7,-0.001,8.48084,0.0609,0.0437,,,,,,,,
21-07-16,07:47:19,EUR/JPY,UP,49.8,-0.07,0.0889,UP,51.7,0.0064,UP,51.7,0.0592,117.982,0.8695,0.5692,,,,,,,,
21-07-16,07:47:28,XAU/USD,UP,49.8,-0.05,0.2,DOWN,51.7,-0.0272,UP,51.7,0.1185,1316.46,10.9097,7.7323,,,,,,,,
21-07-16,07:47:37,XAG/USD,UP,46.9,0.03,5.00E-04,UP,41.6,0.0016,UP,41.6,0.0012,19.31934,0.2184,0.1568,,,,,,,,
21-07-16,07:47:46,XPD/USD,UP,47.6,0.04,0.511,UP,49.5,0.054,DOWN,49.5,-0.0882,669.465,10.6177,7.8807,,,,,,,,
21-07-16,07:47:56,XPT/USD,UP,50.7,0.07,0.9251,UP,54.1,0.1786,UP,52.2,0.2979,1080.768,12.1658,9.2859,,,,,,,,
21-07-16,07:48:07,SPX500/USD,UP,42.1,-0.02,0.457,UP,46.4,0.0057,UP,47.8,0.1163,2172.3,18.3581,13.0315,,,,,,,,
21-07-16,07:48:17,WTICO_USD,UP,46.9,-0.1,0.0228,DOWN,49.8,-0.003,UP,49.8,0.0099,45.198,1.0599,0.8149,,,,,,,,
21-07-16,07:48:26,BCO/USD,UP,49,-0.12,0.076,DOWN,51.9,-0.009,UP,51.9,0.0189,47.183,1.0979,0.8357,,,,,,,,
22-07-16,18:52:41,EUR/USD,UP,48.3,-0.04,2.00E-04,UP,47.4,0,DOWN,50.2,-9.00E-04,1.10295,0.0063,0.0044,,,,,,,,
22-07-16,18:52:55,USD/JPY,DOWN,53.6,0.09,-0.1752,UP,52.6,8.00E-04,DOWN,53.6,-0.0383,105.697,0.6806,0.4976,,,,,,,,
22-07-16,18:53:05,GBP/USD,UP,55,-0.12,0.0019,UP,57.4,0,DOWN,57.4,-1.00E-04,1.32232,0.0115,0.0066,,,,,,,,
22-07-16,18:53:14,USD/CHF,UP,52.2,0.14,0,UP,50.2,0,UP,50.2,0,0.98444,0.0049,0.0035,,,,,,,,
22-07-16,18:53:25,AUD/USD,DOWN,46.9,-0.1,-1.00E-04,UP,50.2,0,UP,48.8,0,0.74801,0.005,0.0038,,,,,,,,
22-07-16,18:53:34,USD/CAD,UP,46.9,-0.03,2.00E-04,UP,47.4,0,UP,47.4,1.00E-04,1.31042,0.0074,0.0055,,,,,,,,
22-07-16,18:53:44,EUR/CHF,UP,52.6,-0.21,2.00E-04,UP,53.1,0,UP,53.1,0,1.0859,0.0035,0.0025,,,,,,,,
22-07-16,18:53:53,EUR/GBP,DOWN,46.9,-0.05,-3.00E-04,UP,46.9,0,UP,46.9,0,0.83396,0.0053,0.0035,,,,,,,,
22-07-16,18:54:01,NZD/USD,UP,54.1,-0.06,0,UP,44.5,0,UP,44.5,1.00E-04,0.70036,0.0052,0.004,,,,,,,,
22-07-16,18:54:11,EUR/SEK,UP,52.2,-0.11,0.0014,DOWN,50.7,-1.00E-04,DOWN,50.7,-0.002,9.47393,0.0332,0.0242,,,,,,,,
22-07-16,18:54:20,EUR/NOK,DOWN,45,-0.06,-1.00E-04,UP,49.8,0,DOWN,49.8,-2.00E-04,9.36466,0.0503,0.0375,,,,,,,,
22-07-16,18:54:31,USD/SEK,DOWN,55,-0.1,-0.0011,UP,52.6,1.00E-04,UP,53.1,0.001,8.58748,0.0523,0.0346,,,,,,,,
22-07-16,18:54:39,USD/NOK,DOWN,53.1,-0.13,-0.0013,UP,51.7,0,UP,51.7,0.001,8.48894,0.0609,0.0436,,,,,,,,
22-07-16,18:54:47,EUR/JPY,DOWN,49.8,-0.08,-0.0932,UP,51.7,0.015,DOWN,51.7,-0.0468,116.591,0.8712,0.5707,,,,,,,,
22-07-16,18:54:56,XAU/USD,DOWN,50.2,-0.05,-0.1906,DOWN,51.7,-0.0284,DOWN,51.7,-0.1071,1327.407,10.9287,7.7609,,,,,,,,
22-07-16,18:55:06,XAG/USD,DOWN,46.9,0.02,-0.0363,DOWN,42.1,-1.00E-04,UP,42.1,0,19.75396,0.2199,0.1582,,,,,,,,
22-07-16,18:55:15,XPD/USD,UP,47.1,0.05,0.6425,DOWN,49.5,-0.0462,DOWN,49.5,-0.029,681.053,10.6314,7.8897,,,,,,,,
22-07-16,18:55:26,XPT/USD,DOWN,50.7,0.06,-1.3256,DOWN,54.1,-0.1206,DOWN,52.2,-0.6774,1098.29,12.2166,9.3395,,,,,,,,
22-07-16,18:55:38,SPX500/USD,DOWN,42.1,-0.02,-0.6967,UP,46.4,0.0164,DOWN,47.8,-0.1227,2162.3,18.3659,13.0532,,,,,,,,
22-07-16,18:55:48,WTICO_USD,DOWN,46.4,-0.1,-0.0719,UP,49.8,0.0132,DOWN,49.8,-0.0526,44.018,1.0615,0.8169,,,,,,,,
22-07-16,18:55:57,BCO/USD,DOWN,48.1,-0.12,-0.1199,UP,51.9,0.0145,DOWN,51.9,-0.0618,46.08,1.0974,0.8353,,,,,,,,
23-07-16,21:43:19,EUR/USD,UP,48.6,-0.04,4.00E-04,UP,47.6,2.00E-04,DOWN,50.5,-7.00E-04,1.09714,0.0063,0.0044,,,,,,,,
23-07-16,21:43:34,USD/JPY,DOWN,53.8,0.08,-0.1469,UP,51.9,0.0296,DOWN,52.9,-0.0014,106.065,0.682,0.4996,,,,,,,,
23-07-16,21:43:46,GBP/USD,UP,55.3,-0.12,0.0034,UP,57.2,0.0014,UP,57.2,0.0016,1.31031,0.0116,0.0066,,,,,,,,
23-07-16,21:43:56,USD/CHF,UP,51.9,0.14,3.00E-04,UP,51,3.00E-04,UP,51,3.00E-04,0.98675,0.0049,0.0036,,,,,,,,
23-07-16,21:44:08,AUD/USD,UP,47.1,-0.1,1.00E-04,UP,49.5,2.00E-04,UP,48.1,2.00E-04,0.74604,0.0051,0.0039,,,,,,,,
23-07-16,21:44:16,USD/CAD,UP,47.1,-0.03,1.00E-04,DOWN,48.1,-1.00E-04,UP,48.1,0,1.3123,0.0074,0.0055,,,,,,,,
23-07-16,21:44:29,EUR/CHF,UP,52.9,-0.21,8.00E-04,UP,53.4,5.00E-04,UP,53.4,6.00E-04,1.08321,0.0035,0.0025,,,,,,,,
23-07-16,21:44:38,EUR/GBP,DOWN,47.1,-0.06,-5.00E-04,DOWN,47.1,-2.00E-04,DOWN,47.1,-2.00E-04,0.83684,0.0053,0.0035,,,,,,,,
23-07-16,21:44:46,NZD/USD,UP,53.4,-0.06,1.00E-04,UP,44.7,1.00E-04,UP,44.7,3.00E-04,0.69899,0.0052,0.004,,,,,,,,
23-07-16,21:44:56,EUR/SEK,UP,52.4,-0.11,6.00E-04,DOWN,51,-0.001,DOWN,51,-0.0027,9.48149,0.0331,0.0241,,,,,,,,
23-07-16,21:45:05,EUR/NOK,DOWN,45.2,-0.07,-7.00E-04,DOWN,49.5,-6.00E-04,DOWN,49.5,-8.00E-04,9.37251,0.0504,0.0377,,,,,,,,
23-07-16,21:45:16,USD/SEK,DOWN,54.8,-0.1,-0.0066,DOWN,51.9,-0.0051,DOWN,52.9,-0.0046,8.64068,0.0524,0.0347,,,,,,,,
23-07-16,21:45:26,USD/NOK,DOWN,52.9,-0.13,-0.0078,DOWN,51,-0.0063,DOWN,51,-0.0054,8.53906,0.0611,0.0439,,,,,,,,
23-07-16,21:45:34,EUR/JPY,DOWN,49.5,-0.08,-0.0781,UP,51.4,0.0265,DOWN,51.4,-0.0308,116.428,0.8725,0.5719,,,,,,,,
23-07-16,21:45:43,XAU/USD,UP,50.5,-0.06,0.1756,UP,51.9,0.2966,UP,51.9,0.2143,1321.543,10.9531,7.8005,,,,,,,,
23-07-16,21:45:52,XAG/USD,DOWN,47.6,0.01,-0.0348,DOWN,41.3,-0.0018,DOWN,41.3,-0.0018,19.6185,0.2203,0.1589,,,,,,,,
23-07-16,21:46:02,XPD/USD,UP,47.3,0.05,0.801,UP,49.8,0.0693,UP,49.8,0.0869,683.25,10.6397,7.8948,,,,,,,,
23-07-16,21:46:13,XPT/USD,DOWN,51,0.05,-2.1417,DOWN,53.8,-1.0411,DOWN,52.4,-1.5957,1081.75,12.2738,9.4076,,,,,,,,
23-07-16,21:46:24,SPX500/USD,DOWN,42.8,-0.02,-0.9035,DOWN,47.1,-0.178,DOWN,48.1,-0.4588,2172.5,18.3922,13.0866,,,,,,,,
23-07-16,21:46:35,WTICO_USD,DOWN,46.6,-0.1,-0.0275,UP,50,0.0577,DOWN,50,-0.0038,43.572,1.0631,0.8193,,,,,,,,
23-07-16,21:46:44,BCO/USD,DOWN,47.8,-0.12,-0.0576,UP,51.7,0.0729,UP,51.7,0.0087,45.546,1.0996,0.8392,,,,,,,,
24-07-16,07:45:15,EUR/USD,UP,48.3,-0.04,5.00E-04,UP,47.3,2.00E-04,DOWN,50.2,-7.00E-04,1.09714,0.0063,0.0044,,,,,,,,
24-07-16,07:45:28,USD/JPY,DOWN,54.1,0.09,-0.149,UP,51.7,0.0297,DOWN,53.1,-0.0014,106.065,0.682,0.4991,,,,,,,,
24-07-16,07:45:38,GBP/USD,UP,55.1,-0.12,0.0034,UP,57,0.0014,UP,57,0.0016,1.31031,0.0116,0.0066,,,,,,,,
24-07-16,07:45:46,USD/CHF,UP,51.7,0.14,3.00E-04,UP,50.7,3.00E-04,UP,50.7,3.00E-04,0.98675,0.0049,0.0035,,,,,,,,
24-07-16,07:45:57,AUD/USD,UP,47.3,-0.1,1.00E-04,UP,49.8,2.00E-04,UP,48.3,2.00E-04,0.74604,0.0051,0.0039,,,,,,,,
24-07-16,07:46:05,USD/CAD,UP,46.9,-0.03,1.00E-04,DOWN,48.3,-1.00E-04,UP,48.3,0,1.3123,0.0074,0.0055,,,,,,,,
24-07-16,07:46:15,EUR/CHF,UP,52.7,-0.21,8.00E-04,UP,53.6,5.00E-04,UP,53.6,6.00E-04,1.08321,0.0035,0.0025,,,,,,,,
24-07-16,07:46:23,EUR/GBP,DOWN,46.9,-0.06,-5.00E-04,DOWN,47.3,-2.00E-04,DOWN,47.3,-2.00E-04,0.83684,0.0053,0.0035,,,,,,,,
24-07-16,07:46:31,NZD/USD,UP,53.6,-0.07,1.00E-04,UP,44.9,1.00E-04,UP,44.9,2.00E-04,0.69899,0.0052,0.004,,,,,,,,
24-07-16,07:46:40,EUR/SEK,UP,52.7,-0.11,6.00E-04,DOWN,51.2,-0.001,DOWN,51.2,-0.0027,9.48149,0.0332,0.0242,,,,,,,,
24-07-16,07:46:48,EUR/NOK,DOWN,44.9,-0.07,-7.00E-04,DOWN,49.8,-6.00E-04,DOWN,49.8,-8.00E-04,9.37251,0.0502,0.0375,,,,,,,,
24-07-16,07:47:00,USD/SEK,DOWN,54.6,-0.1,-0.0067,DOWN,51.7,-0.005,DOWN,52.7,-0.0045,8.64068,0.0523,0.0346,,,,,,,,
24-07-16,07:47:08,USD/NOK,DOWN,53.1,-0.13,-0.0078,DOWN,51.2,-0.0063,DOWN,51.2,-0.0054,8.53906,0.0611,0.044,,,,,,,,
24-07-16,07:47:16,EUR/JPY,DOWN,49.8,-0.08,-0.0778,UP,51.7,0.0268,DOWN,51.7,-0.031,116.428,0.8739,0.5728,,,,,,,,
24-07-16,07:47:25,XAU/USD,UP,50.2,-0.06,0.1945,UP,51.7,0.301,UP,51.7,0.2249,1321.543,10.9677,7.813,,,,,,,,
24-07-16,07:47:33,XAG/USD,DOWN,47.8,0.01,-0.035,DOWN,41.5,-0.0019,DOWN,41.5,-0.0018,19.6185,0.2207,0.1593,,,,,,,,
24-07-16,07:47:42,XPD/USD,UP,47.6,0.05,0.7674,UP,50,0.0692,UP,50,0.0865,683.25,10.6548,7.9085,,,,,,,,
24-07-16,07:47:53,XPT/USD,DOWN,51.2,0.05,-2.1561,DOWN,54.1,-1.0448,DOWN,52.7,-1.5928,1081.75,12.2938,9.4345,,,,,,,,
24-07-16,07:48:04,SPX500/USD,DOWN,43,-0.02,-0.9077,DOWN,46.9,-0.1821,n.a.,47.8,0.7594,2172.5,18.4062,13.0846,,,,,,,,
24-07-16,07:48:13,WTICO_USD,DOWN,46.9,-0.1,-0.0339,UP,50.2,0.056,DOWN,50.2,-0.0058,43.572,1.063,0.8185,,,,,,,,
24-07-16,07:48:22,BCO/USD,DOWN,48.1,-0.11,-0.0596,UP,51.5,0.0723,UP,51.5,0.0075,45.546,1.101,0.8402,,,,,,,,
25-07-16,07:45:18,EUR/USD,UP,49,-0.04,4.00E-04,UP,47.6,0,DOWN,51,-6.00E-04,1.09741,0.0063,0.0044,,,,,,,,
25-07-16,07:45:30,USD/JPY,UP,53.8,0.09,0.1334,UP,52.4,0.0047,UP,53.4,0.0123,106.316,0.681,0.4979,,,,,,,,
25-07-16,07:45:40,GBP/USD,DOWN,55.3,-0.12,-1.00E-04,DOWN,57.2,-1.00E-04,UP,57.2,1.00E-04,1.31371,0.0116,0.0066,,,,,,,,
25-07-16,07:45:48,USD/CHF,UP,51.9,0.14,1.00E-04,UP,51.4,0,UP,51.4,0,0.98745,0.0049,0.0035,,,,,,,,
25-07-16,07:45:58,AUD/USD,DOWN,47.6,-0.1,-1.00E-04,UP,50,0,UP,48.6,0,0.74758,0.0051,0.0038,,,,,,,,
25-07-16,07:46:06,USD/CAD,UP,47.6,-0.03,1.00E-04,UP,47.6,0,UP,47.6,0,1.31354,0.0074,0.0055,,,,,,,,
25-07-16,07:46:16,EUR/CHF,UP,52.4,-0.21,1.00E-04,UP,54.3,0,UP,54.3,0,1.08389,0.0035,0.0025,,,,,,,,
25-07-16,07:46:24,EUR/GBP,UP,47.1,-0.06,1.00E-04,UP,47.1,0,UP,47.1,0,0.83542,0.0053,0.0035,,,,,,,,
25-07-16,07:46:32,NZD/USD,UP,53.8,-0.07,1.00E-04,UP,44.7,0,UP,44.7,1.00E-04,0.69812,0.0051,0.004,,,,,,,,
25-07-16,07:46:41,EUR/SEK,DOWN,52.9,-0.1,-0.0014,DOWN,51.4,-1.00E-04,DOWN,51.4,-0.003,9.49267,0.033,0.0239,,,,,,,,
25-07-16,07:46:48,EUR/NOK,DOWN,44.7,-0.07,-2.00E-04,DOWN,49,-1.00E-04,UP,49,0,9.38112,0.0501,0.0373,,,,,,,,
25-07-16,07:46:59,USD/SEK,DOWN,54.3,-0.1,-0.0015,UP,51.9,1.00E-04,UP,52.9,0,8.64741,0.0522,0.0344,,,,,,,,
25-07-16,07:47:08,USD/NOK,DOWN,52.4,-0.13,-0.0039,DOWN,51,-2.00E-04,DOWN,51,-4.00E-04,8.54721,0.061,0.0438,,,,,,,,
25-07-16,07:47:15,EUR/JPY,UP,49,-0.08,0.2508,DOWN,51.9,-0.0057,DOWN,51.9,-0.0041,116.677,0.8722,0.5701,,,,,,,,
25-07-16,07:47:24,XAU/USD,DOWN,50.5,-0.05,-0.0158,UP,51.4,0.0179,UP,51.4,0.0738,1317.455,10.9398,7.7725,,,,,,,,
25-07-16,07:47:32,XAG/USD,DOWN,47.1,0.01,-0.0026,UP,41.3,1.00E-04,UP,41.3,1.00E-04,19.46381,0.2205,0.159,,,,,,,,
25-07-16,07:47:40,XPD/USD,UP,47.8,0.05,0.2269,UP,49.8,0.0658,UP,49.8,0.1931,676.654,10.6453,7.9016,,,,,,,,
25-07-16,07:47:51,XPT/USD,UP,51,0.06,1.7995,UP,54.3,0.0838,UP,52.9,0.0164,1072.658,12.2833,9.4212,,,,,,,,
25-07-16,07:48:01,SPX500/USD,UP,42.8,-0.02,0.4784,DOWN,47.1,-0.0077,DOWN,48.6,-0.0818,2172.2,18.3749,13.0329,,,,,,,,
25-07-16,07:48:11,WTICO_USD,UP,47.6,-0.1,0.0362,UP,50.5,0.0061,UP,50.5,0.0071,43.549,1.0606,0.8139,,,,,,,,
25-07-16,07:48:19,BCO/USD,UP,48.3,-0.12,0.0685,UP,51.7,0.0069,UP,51.7,0.0119,45.537,1.0988,0.8361,,,,,,,,
26-07-16,07:45:16,EUR/USD,UP,48.8,-0.04,5.00E-04,UP,48.3,0,UP,50.7,7.00E-04,1.10019,0.0063,0.0044,,,,,,,,
26-07-16,07:45:28,USD/JPY,DOWN,54.6,0.08,-0.2001,UP,51.7,0.0144,DOWN,52.7,-0.0512,104.351,0.6903,0.5045,,,,,,,,
26-07-16,07:45:38,GBP/USD,UP,55.6,-0.12,0.0018,UP,57.5,0,DOWN,57.5,-1.00E-04,1.31167,0.0116,0.0066,,,,,,,,
26-07-16,07:45:46,USD/CHF,UP,51.7,0.14,1.00E-04,UP,50.7,1.00E-04,UP,50.7,1.00E-04,0.98529,0.0049,0.0035,,,,,,,,
26-07-16,07:45:57,AUD/USD,UP,47.8,-0.1,1.00E-04,UP,50.2,0,UP,48.8,1.00E-04,0.75188,0.0051,0.0039,,,,,,,,
26-07-16,07:46:05,USD/CAD,UP,47.3,-0.03,1.00E-04,UP,48.3,0,UP,48.3,1.00E-04,1.31929,0.0074,0.0055,,,,,,,,
26-07-16,07:46:15,EUR/CHF,UP,52.7,-0.21,3.00E-04,UP,54.1,0,UP,54.1,0,1.08411,0.0035,0.0025,,,,,,,,
26-07-16,07:46:23,EUR/GBP,UP,46.9,-0.06,0,UP,47.3,0,UP,47.3,1.00E-04,0.83879,0.0053,0.0035,,,,,,,,
26-07-16,07:46:31,NZD/USD,DOWN,54.1,-0.07,-7.00E-04,UP,45.4,0,DOWN,45.4,-2.00E-04,0.70423,0.0052,0.004,,,,,,,,
26-07-16,07:46:40,EUR/SEK,DOWN,53.1,-0.1,-2.00E-04,UP,51.2,0,DOWN,51.2,-0.0025,9.49283,0.033,0.0239,,,,,,,,
26-07-16,07:46:48,EUR/NOK,UP,44.9,-0.07,0.0016,DOWN,49.3,-1.00E-04,UP,49.3,0.002,9.42118,0.0502,0.0374,,,,,,,,
26-07-16,07:46:59,USD/SEK,DOWN,54.6,-0.1,-0.0042,DOWN,52.2,-1.00E-04,DOWN,53.1,-0.0011,8.6291,0.0523,0.0346,,,,,,,,
26-07-16,07:47:08,USD/NOK,DOWN,52.7,-0.13,-0.0033,DOWN,50.2,-5.00E-04,UP,50.2,6.00E-04,8.56444,0.0611,0.0439,,,,,,,,
26-07-16,07:47:15,EUR/JPY,DOWN,49.8,-0.08,-0.1503,UP,52.7,0.0016,DOWN,52.7,-0.0606,114.902,0.879,0.5764,,,,,,,,
26-07-16,07:47:24,XAU/USD,UP,50.7,-0.05,0.083,UP,52.2,0.0411,UP,52.2,0.0367,1318.466,10.9423,7.7694,,,,,,,,
26-07-16,07:47:33,XAG/USD,DOWN,47.3,0.01,-0.0114,DOWN,41.1,-2.00E-04,DOWN,41.1,-1.00E-04,19.59849,0.2209,0.1597,,,,,,,,
26-07-16,07:47:41,XPD/USD,DOWN,48.5,0.06,-0.3878,UP,50,0.0282,DOWN,50,-0.2347,683.497,10.654,7.9057,,,,,,,,
26-07-16,07:47:52,XPT/USD,DOWN,51.2,0.06,-2.2786,DOWN,54.1,-0.0894,DOWN,52.7,-0.3678,1084.34,12.3254,9.4914,,,,,,,,
26-07-16,07:48:03,SPX500/USD,DOWN,44,-0.02,-0.8862,DOWN,47.8,-0.0266,DOWN,48.3,-0.0649,2169.6,18.4046,13.0706,,,,,,,,
26-07-16,07:48:12,WTICO_USD,DOWN,47.8,-0.1,-0.0489,UP,51.2,0.0099,DOWN,51.2,-0.044,42.624,1.0611,0.8151,,,,,,,,
26-07-16,07:48:21,BCO/USD,DOWN,48.1,-0.12,-0.0535,UP,51.5,0.0111,DOWN,51.5,-0.043,44.781,1.0992,0.8369,,,,,,,,
27-07-16,07:45:17,EUR/USD,DOWN,48.6,-0.04,-2.00E-04,UP,48.6,0,DOWN,50.5,-7.00E-04,1.0999,0.0063,0.0044,,,,,,,,
27-07-16,07:45:30,USD/JPY,UP,54.8,0.07,0.057,DOWN,51.4,-0.0107,UP,52.4,0.0018,105.184,0.6916,0.5062,,,,,,,,
27-07-16,07:45:40,GBP/USD,DOWN,54.8,-0.12,-3.00E-04,UP,58.2,0,UP,58.2,1.00E-04,1.31291,0.0116,0.0066,,,,,,,,
27-07-16,07:45:47,USD/CHF,DOWN,51.4,0.14,-1.00E-04,DOWN,51,-1.00E-04,UP,51,0,0.9915,0.0049,0.0036,,,,,,,,
27-07-16,07:45:58,AUD/USD,UP,47.6,-0.1,1.00E-04,UP,50,1.00E-04,UP,48.6,1.00E-04,0.74835,0.0051,0.0039,,,,,,,,
27-07-16,07:46:06,USD/CAD,DOWN,48.1,-0.03,-2.00E-04,UP,47.6,0,DOWN,47.6,-1.00E-04,1.31802,0.0073,0.0055,,,,,,,,
27-07-16,07:46:16,EUR/CHF,UP,52.9,-0.21,7.00E-04,DOWN,54.3,-2.00E-04,UP,54.3,4.00E-04,1.09012,0.0035,0.0025,,,,,,,,
27-07-16,07:46:24,EUR/GBP,UP,47.1,-0.06,1.00E-04,UP,47.6,0,UP,47.6,0,0.83744,0.0053,0.0035,,,,,,,,
27-07-16,07:46:32,NZD/USD,UP,54.3,-0.07,0,UP,45.7,1.00E-04,DOWN,45.7,-1.00E-04,0.70366,0.0052,0.004,,,,,,,,
27-07-16,07:46:41,EUR/SEK,DOWN,53.4,-0.1,-5.00E-04,DOWN,51.4,-1.00E-04,DOWN,51.4,-0.0033,9.50709,0.0329,0.0239,,,,,,,,
27-07-16,07:46:49,EUR/NOK,DOWN,45.2,-0.07,-0.0034,UP,49.5,0,DOWN,49.5,-0.0017,9.4105,0.0501,0.0373,,,,,,,,
27-07-16,07:47:00,USD/SEK,UP,54.3,-0.1,0.001,DOWN,51.9,-3.00E-04,UP,52.9,8.00E-04,8.64466,0.0522,0.0345,,,,,,,,
27-07-16,07:47:09,USD/NOK,DOWN,52.9,-0.13,-0.0024,DOWN,51,-3.00E-04,DOWN,51,-0.0011,8.55704,0.061,0.0438,,,,,,,,
27-07-16,07:47:16,EUR/JPY,UP,49.5,-0.08,0.0595,DOWN,52.4,-0.0151,UP,52.4,0.0308,115.935,0.8798,0.5779,,,,,,,,
27-07-16,07:47:25,XAU/USD,UP,50,-0.05,0.0258,UP,51.9,0.0032,DOWN,51.9,-5.00E-04,1319.549,10.9242,7.7426,,,,,,,,
27-07-16,07:47:33,XAG/USD,UP,47.6,0.01,0.0088,DOWN,41.3,-1.00E-04,DOWN,41.3,-1.00E-04,19.57316,0.2206,0.1592,,,,,,,,
27-07-16,07:47:42,XPD/USD,UP,48.8,0.06,0.1777,DOWN,49.8,-0.0463,DOWN,49.8,-0.009,686.315,10.6391,7.8928,,,,,,,,
27-07-16,07:47:53,XPT/USD,DOWN,51.9,0.06,-0.903,DOWN,54.3,-0.0911,DOWN,52.9,-0.1138,1090.806,12.311,9.4842,,,,,,,,
27-07-16,07:48:03,SPX500/USD,UP,44.2,-0.02,0.3831,UP,48.1,0.0062,UP,48.6,0.0751,2172.5,18.3761,13.0401,,,,,,,,
27-07-16,07:48:12,WTICO_USD,UP,47.1,-0.1,0.0444,UP,50.5,0.0053,UP,50.5,0.0051,42.296,1.0595,0.8135,,,,,,,,
27-07-16,07:48:21,BCO/USD,UP,47.8,-0.12,0.0245,UP,51.2,0.0037,UP,51.2,0.0128,44.667,1.0974,0.8345,,,,,,,,
28-07-16,07:45:16,EUR/USD,UP,49.3,-0.04,2.00E-04,UP,48.3,0,UP,51.2,9.00E-04,1.10678,0.0063,0.0044,,,,,,,,
28-07-16,07:45:29,USD/JPY,UP,55,0.07,0.1766,UP,51.7,8.00E-04,DOWN,52.6,-0.0128,104.748,0.691,0.5059,,,,,,,,
28-07-16,07:45:39,GBP/USD,UP,55,-0.12,6.00E-04,DOWN,57.4,-1.00E-04,UP,57.4,1.00E-04,1.31778,0.0116,0.0066,,,,,,,,
28-07-16,07:45:47,USD/CHF,UP,51.7,0.13,2.00E-04,UP,50.2,1.00E-04,UP,50.2,0,0.98552,0.0049,0.0036,,,,,,,,
28-07-16,07:45:58,AUD/USD,UP,47.8,-0.1,0,UP,50.2,0,UP,48.8,0,0.75253,0.0051,0.0039,,,,,,,,
28-07-16,07:46:06,USD/CAD,UP,47.4,-0.03,1.00E-04,UP,47.8,0,DOWN,47.8,-1.00E-04,1.31318,0.0073,0.0055,,,,,,,,
28-07-16,07:46:17,EUR/CHF,UP,52.2,-0.2,1.00E-04,UP,54.1,0,UP,54.1,0,1.09091,0.0035,0.0025,,,,,,,,
28-07-16,07:46:25,EUR/GBP,UP,47.4,-0.06,0,UP,48.3,0,UP,48.3,1.00E-04,0.8395,0.0053,0.0035,,,,,,,,
28-07-16,07:46:33,NZD/USD,DOWN,53.6,-0.07,-6.00E-04,DOWN,45,-1.00E-04,DOWN,45,-4.00E-04,0.71132,0.0052,0.004,,,,,,,,
28-07-16,07:46:42,EUR/SEK,DOWN,53.1,-0.1,-0.0046,DOWN,51.2,-4.00E-04,DOWN,51.2,-0.0053,9.54128,0.0329,0.0239,,,,,,,,
28-07-16,07:46:51,EUR/NOK,UP,45.5,-0.07,0.0024,DOWN,49.8,-1.00E-04,UP,49.8,0.0025,9.44063,0.0501,0.0373,,,,,,,,
28-07-16,07:47:02,USD/SEK,DOWN,55,-0.1,-5.00E-04,UP,52.6,2.00E-04,DOWN,53.6,-0.0012,8.61883,0.0521,0.0345,,,,,,,,
28-07-16,07:47:11,USD/NOK,DOWN,53.1,-0.13,-0.0012,UP,50.2,5.00E-04,DOWN,50.2,-9.00E-04,8.5278,0.061,0.0438,,,,,,,,
28-07-16,07:47:19,EUR/JPY,UP,49.8,-0.08,0.3389,DOWN,52.2,-0.0036,DOWN,52.2,-0.0104,116.005,0.8784,0.5763,,,,,,,,
28-07-16,07:47:27,XAU/USD,DOWN,50.2,-0.05,-0.2475,DOWN,51.2,-0.0836,DOWN,51.2,-0.1855,1339.308,10.9563,7.7811,,,,,,,,
28-07-16,07:47:36,XAG/USD,UP,47.4,0.01,0.0052,UP,41.1,3.00E-04,UP,41.1,4.00E-04,20.28816,0.2234,0.161,,,,,,,,
28-07-16,07:47:45,XPD/USD,UP,48.6,0.06,0.046,DOWN,50.5,-0.0428,DOWN,50.5,-0.4428,704.6,10.6667,7.923,,,,,,,,
28-07-16,07:47:56,XPT/USD,DOWN,51.7,0.07,-0.2902,UP,55,0.214,DOWN,53.6,-0.9506,1144.292,12.569,9.6202,,,,,,,,
28-07-16,07:48:07,SPX500/USD,UP,44,-0.02,0.0441,UP,47.8,0.005,DOWN,48.3,-0.0439,2170.2,18.3468,13.0052,,,,,,,,
